209.406, 129.070, 8.333, 17.900 False
208.990, 129.068, 8.333, 17.950 False
208.573, 129.066, 8.333, 18.000 False
208.156, 129.064, 8.333, 18.050 False
207.740, 129.063, 8.333, 18.100 False
207.323, 129.062, 8.333, 18.150 False
206.906, 129.061, 8.333, 18.200 False
206.490, 129.060, 8.333, 18.250 False
206.073, 129.059, 8.333, 18.300 False
205.656, 129.059, 8.333, 18.350 False
205.240, 129.058, 8.333, 18.400 False
204.823, 129.058, 8.333, 18.450 False
204.406, 129.058, 8.333, 18.500 False
203.990, 129.058, 8.333, 18.550 False
203.573, 129.058, 8.333, 18.600 False
203.157, 129.058, 8.333, 18.650 False
202.740, 129.059, 8.333, 18.700 False
202.323, 129.060, 8.333, 18.750 False
201.907, 129.061, 8.333, 18.800 False
201.490, 129.062, 8.333, 18.850 False
201.073, 129.063, 8.333, 18.900 False
200.657, 129.064, 8.333, 18.950 False
200.240, 129.065, 8.333, 19.000 False
199.823, 129.067, 8.333, 19.050 False
199.407, 129.069, 8.333, 19.100 False
198.990, 129.071, 8.333, 19.150 False
198.573, 129.073, 8.333, 19.200 False
198.157, 129.075, 8.333, 19.250 False
197.740, 129.077, 8.333, 19.300 False
197.323, 129.080, 8.333, 19.350 False
196.907, 129.082, 8.333, 19.400 False
196.490, 129.085, 8.333, 19.450 False
196.073, 129.088, 8.333, 19.500 False
195.657, 129.091, 8.333, 19.550 False
195.240, 129.094, 8.333, 19.600 False
194.823, 129.097, 8.333, 19.650 False
194.407, 129.100, 8.333, 19.700 False
193.990, 129.103, 8.333, 19.750 False
193.573, 129.107, 8.333, 19.800 False
193.157, 129.110, 8.333, 19.850 False
192.740, 129.114, 8.333, 19.900 False
192.323, 129.117, 8.333, 19.950 False
191.907, 129.121, 8.333, 20.000 False
191.490, 129.125, 8.333, 20.050 False
191.073, 129.129, 8.333, 20.100 False
190.657, 129.133, 8.333, 20.150 False
190.240, 129.137, 8.333, 20.200 False
189.823, 129.141, 8.333, 20.250 False
189.407, 129.146, 8.333, 20.300 False
188.990, 129.150, 8.333, 20.350 False
188.574, 129.154, 8.333, 20.400 False
188.157, 129.159, 8.333, 20.450 False
187.740, 129.163, 8.333, 20.500 False
187.324, 129.168, 8.333, 20.550 False
186.907, 129.173, 8.333, 20.600 False
186.491, 129.178, 8.333, 20.650 False
186.074, 129.183, 8.333, 20.700 False
185.657, 129.187, 8.333, 20.750 False
185.241, 129.192, 8.333, 20.800 False
184.824, 129.197, 8.333, 20.850 False
184.408, 129.202, 8.333, 20.900 False
183.991, 129.207, 8.333, 20.950 False
183.574, 129.212, 8.333, 21.000 False
183.158, 129.218, 8.333, 21.050 False
182.741, 129.223, 8.333, 21.100 False
182.325, 129.228, 8.333, 21.150 False
181.908, 129.233, 8.333, 21.200 False
181.491, 129.239, 8.333, 21.250 False
181.075, 129.244, 8.333, 21.300 False
180.658, 129.249, 8.333, 21.350 False
180.242, 129.254, 8.333, 21.400 False
179.825, 129.260, 8.333, 21.450 False
179.408, 129.265, 8.333, 21.500 False
178.992, 129.270, 8.333, 21.550 False
178.575, 129.276, 8.333, 21.600 False
178.159, 129.281, 8.333, 21.650 False
177.742, 129.286, 8.333, 21.700 False
177.325, 129.292, 8.333, 21.750 False
176.909, 129.297, 8.333, 21.800 False
176.492, 129.303, 8.333, 21.850 False
176.076, 129.308, 8.333, 21.900 False
175.659, 129.313, 8.333, 21.950 False
175.242, 129.319, 8.333, 22.000 False
174.826, 129.324, 8.333, 22.050 False
174.409, 129.329, 8.333, 22.100 False
173.993, 129.334, 8.333, 22.150 False
173.576, 129.340, 8.333, 22.200 False
173.159, 129.345, 8.333, 22.250 False
172.743, 129.350, 8.333, 22.300 False
172.326, 129.355, 8.333, 22.350 False
171.910, 129.361, 8.333, 22.400 False
171.493, 129.366, 8.333, 22.450 False
171.076, 129.371, 8.333, 22.500 False
170.660, 129.376, 8.333, 22.550 False
170.243, 129.381, 8.333, 22.600 False
169.827, 129.386, 8.333, 22.650 False
169.410, 129.391, 8.333, 22.700 False
168.993, 129.396, 8.333, 22.750 False
168.577, 129.401, 8.333, 22.800 False
168.160, 129.406, 8.333, 22.850 False
167.744, 129.411, 8.333, 22.900 False
167.327, 129.416, 8.333, 22.950 False
166.910, 129.421, 8.333, 23.000 False
166.494, 129.426, 8.333, 23.050 False
166.077, 129.430, 8.333, 23.100 False
165.661, 129.435, 8.333, 23.150 False
165.244, 129.440, 8.321, 23.200 False
164.831, 129.444, 8.246, 23.250 False
164.424, 129.449, 8.102, 23.300 False
164.026, 129.453, 7.909, 23.350 False
163.640, 129.457, 7.685, 23.400 False
163.265, 129.461, 7.436, 23.450 False
162.904, 129.465, 7.173, 23.500 False
162.555, 129.468, 6.915, 23.550 False
162.219, 129.471, 6.660, 23.600 False
161.895, 129.474, 6.426, 23.650 False
161.581, 129.477, 6.207, 23.700 False
161.277, 129.480, 6.024, 23.750 False
160.981, 129.483, 5.875, 23.800 False
160.690, 129.485, 5.773, 23.850 False
160.403, 129.488, 5.708, 23.900 False
160.118, 129.490, 5.676, 23.950 False
159.833, 129.493, 5.668, 24.000 False
159.549, 129.495, 5.663, 24.050 False
159.265, 129.497, 5.659, 24.100 False
158.981, 129.500, 5.660, 24.150 False
158.697, 129.502, 5.671, 24.200 False
